供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S111,C,4.99947,0,0,0,0,0,0,0,0,18.995174,16.997127,17.99676,0,24.99895,42.996818,48.991719,45.984452,97.995884,159.98816,25.82372,10.992883,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0.999746,0,3.999452,8.999622,0,0,10.998834,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999578,0,0,0,0,0,0,0,3.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99841,32.993037,48.994806,3.99966,29.99778,106.990905,112.997627,194.99181,104.99664,139.99846,72.999197,66.998593,50.998929,0,0,0,0,0,0,0,0,0,0,0,993.758458,203.967768,324.910625,532.954695,228.990382,724.938375,696.896844,607.820032,463.96056,1197.861032,50.995155,3.99966,0,0,2.999874,5.999808,0,0,0,0,0,0,0,0,241.923286,859.72738,223.933696,10.99791,101.992452,580.987799,889.92435,763.93506,1211.974548,1517.983302,2676.831349,15113.833746,7803.914156,1555.982884,0,0,0,0,0,0,0,0,0,0,515.509284,198.798214,35.97984,0.999873,850.927665,172.961594,962.948961,826.947899,382.979701,665.972028,1258.973561,0,0,0,5.95932,0,0,0,0,0,0,0,0,0,9.99176,38.99298,119.97336,3.999704,5.99949,40.997417,116.991342,88.994393,27.999104,14.998575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996536,0,0,0,0,5.999556,6.999559,4.99979,4.99979,0,0,20.999769,3.999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.999879,0,0,0,0,0,0
S112,A,0,0,0,0,0,0,0,0,1.999492,8.997714,4.999155,0,0,0,0,3.999324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999926,0,0,0,1.999936,0,0,0,13.999706,26.999703,24.788125,4.986545,0,14.99514,19.71632,1.998706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,5.99886,2.989557,0,0,0,0,0,2.999049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99888,0,0,0,0,0,0,0,0,0,0.999808,3.997412,0.99322,0,0,0,0.987589,0,0,0,0,0,0,0.99982,2.999334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S113,A,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0.999831,1.999324,0.999958,0,0,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,2.999874,0.999905,0,0.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,1.999852,0.999915,0,2.999874,0,0,0.999989,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,1.999684,3.9989,0,3.999832,16.998555,6.998964,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999683,2.999112,1.99962,0.999926,0.999979,0,1.99983,0.999979,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998986,13.99216,6.999111,0.999915,0.999778,0.999947,4.999685,0,0,0,0.999968,0,0,0,0,0,0,0,0,0,0,0,1.998058,3.996704,5.99892,0.999778,5.999556,1.99983,0.999937,0.999926,0.999937,0,0,0,2.999028,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S114,C,69.99258,5.998668,0,0,0,8.936172,1.999352,4.99868,2.999238,2.999238,3.999324,1.99964,4.99926,1.999916,0.999926,1.999662,0.999662,1.999916,1.999852,0,0.999353,4.999945,0.998705,0.99322,59.877,13.996444,0,0,4.996765,2.98983,2.99889,2.99943,4.99868,3.99928,1.99981,3.998984,0.999873,2.999589,0,0,0.999704,2.999682,0.999894,2.999811,2.999967,0,0.999989,0.999979,82.919407,27.986392,0,0,0,3.9661,1.999352,4.99852,0.999662,1.999578,2.999526,0.999852,3.999368,2.999493,0.999852,2.999778,0,2.999841,1.999768,0.999926,3.999832,2.999874,1.998706,1.985816,72.976348,19.99092,0,0,0,3.950356,3.99848,5.998608,0,0.999894,0.999789,0,0.999915,3.999704,0.999915,7.999832,2.999874,4.99984,2.999967,0.999989,3.999916,3.999916,3.999956,1.98305,46.873523,29.98827,0,0,0,7.914896,0.999461,7.997552,1.99962,1.999514,0.999842,3.9989,0,3.999832,0.999915,2.999556,4.99852,0,0,2.999715,0,2.999841,0.999979,0,142.995424,35.999244,0,0,0,5.980398,0.999353,3.991124,3.996576,1.999366,0.999683,2.999112,0.99981,0,2.999937,2.999745,3.99966,0.999979,1.999978,3.999748,1.999978,2.999967,3.999956,0.996115,77.69697,20.99202,0,0,0,5.965038,0.997961,0.998381,4.994135,0,2.996958,2.99832,1.999746,2.999745,3.999112,3.999788,0.999937,1.999894,0.999958,2.999937,3.999872,3.999232,0,1.98644,73.62371,0,0,0,3.997412,2.97966,0.999029,2.99439,4.995145,0.999176,1.99964,1.999556,1.999852,0.999915,1.999874,2.999778,2.999811,1.999936,1.99981,1.999958,1.999352,2.999841,1.999352,0.998305,133.913302,33.98096,0,0,0,7.92908,0.995805,2.992899,4.990595,3.996536,2.999028,1.99964,1.99983,0,1.999852,3.999748,0.999958,3.999832,0,5.999808,1.999978,2.999811,0,2.999937,75.926204,14.994135,0,0,3.997412,1.99322,0,0.998288,3.998704,0.999429,2.999016,1.999536,0.999852,0.999926,1.999852,1.999894,4.999735,2.999967,0.999947,0,0.999968,2.97966,0.998705,3.97288
S115,A,0,0,0,0,0,0,0,0,0,0,0,2.99946,0.999852,0,0,0,3.998648,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0.999926,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999175,0,0,3.99966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997147,0,0.99944,0.999873,0,3.999112,0,0.999937,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0.999029,1.998352,1.99964,0.999778,6.999482,1.99983,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99979,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S116,B,1.999788,538.880342,656.701722,621.856276,619.1971,658.298004,425.861976,660.825496,698.822454,750.809246,506.914317,530.90442,690.897732,709.97018,760.943686,527.910768,793.731628,668.971902,696.948422,592.95234,373.758022,453.995006,366.524735,424.10494,336.30915,366.906782,392.809002,415.776658,417.729554,484.35246,370.86273,403.92324,412.890968,462.91666,377.96409,417.893828,487.938024,446.938761,451.981016,425.95953,477.858512,464.95071,428.954526,357.977446,376.995853,387.983704,422.995347,493.989626,408.602861,384.81289,438.828351,458.074606,455.852256,519.5591,374.8785,396.882488,466.842154,515.891124,402.936326,482.928516,477.924476,480.918711,468.930588,471.965072,556.952655,497.973606,468.945596,473.964924,439.98152,529.97774,571.629916,536.17032,409.86716,395.820216,441.714026,416.771339,466.395235,515.521458,402.84686,397.907664,398.92818,366.961098,335.929104,344.96343,398.966085,402.970178,349.97025,361.992398,415.982528,398.987232,331.996348,323.996436,327.993112,387.991852,401.995578,666.3048,500.649118,683.732556,591.808192,706.830072,836.458461,744.000224,557.699238,748.770806,750.85731,636.845209,496.921474,637.82455,779.9337,724.96955,645.94509,632.906316,559.83424,475.95954,636.926108,674.935875,565.95189,575.969472,628.986791,504.97879,695.977728,648.986371,804.84705,854.016783,1012.68687,623.954858,749.51475,715.408977,737.368272,634.798705,493.843402,647.808192,705.86586,659.95116,738.984481,659.9439,549.95325,538.988681,650.992839,727.954136,580.993609,523.994236,603.993356,707.24165,624.564105,698.73438,793.84914,572.51334,788.95131,865.924683,734.499296,662.924984,604.290335,705.328594,659.33076,567.68192,570.927483,573.95121,638.858142,731.961204,654.958735,550.970797,570.976018,363.992356,522.983264,622.880384,626.594331,708.16586,470.594795,675.649832,666.584459,734.766216,850.449403,723.06416,577.438762,724.64238,733.287286,769.36552,463.91648,626.860806,636.952862,694.940925,760.952057,515.961816,705.955522,654.97904,572.945565,586.987673,570.814996,511.972864,541.824392,630.92876,537.651914,645.63824,465.788436,599.865308,763.505692,861.296315,698.059305,427.984557,688.70211,657.430172,664.78454,659.8812,642.945345,644.97936,593.956044,629.96031,533.977572,716.969886,721.969676,904.97104,194.997855,413.973918,399.9872,473.990046,413.598006,467.817012,759.75376,568.91149,666.568451,889.97273,732.288257,563.034432,784.74566,554.683095,646.787784,743.827392,713.894328,858.936434,524.96115,618.967193,595.968412,704.992245,575.969472,715.977088,683.978112,603.87776,598.224295,655.5252
S117,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999831,1.999324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99947,0,0,0.999915,0,3.999832,0.999968,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999842,0,0,0,2.999745,0.999852,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0.999979,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,4.995245,0,0,0.999873,0,3.999112,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99813,0,1.998352,6.99874,0,4.99963,2.999745,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S118,C,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,1.999662,0.999662,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,4.99979,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99921,3.9989,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999575,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996196,0,0,2.999619,0.999915,0,1.999894,0,0,0,0,1.999936,0,0,0,0,0,0,0,0,0,0,0,0,6.994232,2.99946,1.999556,5.999556,0,0,0,0,0,0,0,0,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S119,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,3.998984,0,1.999726,0,0,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,5.998734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,0.999852,0,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,2.999049,0.999683,0,0,1.999852,0,0,5.99949,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,2.997147,3.995944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996116,1.998352,0.99982,0,0,0,2.999811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999978,0,0,0,0,0,0
S120,C,0,0,0,0,0,0,0,0,0,0,4.999155,0,0,0,0,0,0,14.99937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.994611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.97256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0
S121,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999852,1.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,0,0,2.999967,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999842,0,0,0,0,0,0,0.999915,0,0,0,0,0.999979,0.999958,2.999904,0,0,0,0,0,0,0,0,0.999683,0,0,0,0,6.999853,0,0,0.999979,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0,0,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99928,0,0,0,4.999685,3.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S122,B,0,0,0,0,0,0,0,0,0,3.998984,0.999831,0,0,0,0,1.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999979,4.99979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,0,0.999725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999683,0.999683,0,0,0,0.999979,2.999745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0.998986,0,0,0,1.999556,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999926,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S123,B,2.999682,0,0.999546,0,4.993525,0,1.999352,0,2.999238,0,1.999662,1.99964,3.999408,0.999958,4.99963,0.999831,3.998648,0.999958,1.999852,0,1.998706,0.999989,1.99741,0,2.99385,0.999746,3.998056,0,3.997412,0,2.99889,0,1.999472,0,3.99962,0,4.999365,0.999863,2.999874,0,2.999112,0,0,0,0,0,0.999989,0,1.998058,0,2.998827,0,3.998704,0,1.999352,0,2.998986,0,0.999842,0.999852,4.99921,0,2.999556,0,4.999575,0.999947,3.999536,1.999852,2.999874,0,3.997412,0,1.999352,0,1.998706,0,2.996115,0,2.99886,0,1.99964,1.999788,2.999367,0,4.999575,0,4.999575,2.999937,4.99979,0,3.999956,0,3.999916,0,1.999978,0,1.994618,0,4.99838,0,3.997412,0,3.997844,0,3.99924,3.999028,3.999368,0,0.999915,0,5.99949,3.999408,4.99852,0,1.999768,0,4.999575,0,2.999937,0.999958,4.99984,0,0.99981,0,4.993525,0,0.999353,0,0.999144,0,2.999049,1.999408,2.99943,0,7.999832,0,0.999915,0,1.999978,2.999811,1.999978,0.999989,5.999934,0,3.98446,0,4.99905,0,3.98964,0,2.993883,0,2.996481,0,2.996958,0,0.999873,0.999915,0.999778,0,2.999811,0.999947,0.999958,1.999958,0.999968,0,2.998059,0,4.974575,0,6.995639,0.987589,3.997412,0,2.997087,0,7.992232,0,2.99946,0,0.999926,0.999915,4.999685,0,0.999937,0.999968,2.999715,0,2.999028,0,2.999028,0,3.997412,0,3.998184,0,4.996765,0,0.995805,0,2.994357,0,0.999676,0,1.99983,0,0,0,3.999832,0,3.999832,1.999936,1.999978,0,2.999904,0,0,0,0.999676,0.991135,0,0,2.997087,0,2.999028,0,2.999016,0,3.999408,0.999926,4.99963,0,0.999947,0,3.999788,0,2.999904,0,0.998705,0
S124,B,6389.32266,0,7019.811558,0,4.993525,15.886528,9.99676,10.997096,24.99365,9.99746,20.996451,10.99802,19.99704,11.999496,27.997928,9.99831,24.99155,3.999832,14.99889,3.97288,18.987707,10.999879,11.98446,7.94576,6492.6627,0,8554.840326,0,3.997412,31.89152,16.99371,17.99658,24.9934,11.99784,13.99867,17.995428,18.997587,10.998493,14.99937,6.999335,13.995856,8.999046,11.998728,10.999307,13.999846,4.99979,15.999824,13.999706,10197.089003,0.999514,6879.309138,0.989362,6.997732,28.754225,14.99514,32.990232,34.98817,4.998945,15.997472,15.997632,21.996524,12.997803,15.997632,8.999334,21.99813,9.99947,17.997912,10.999186,16.999286,15.999328,24.983825,15.886528,9596.8896,0,7463.168204,0,1.99741,19.75178,12.99506,12.996984,29.9946,10.998834,12.997257,5.999364,23.99796,8.999334,17.99847,3.999916,15.999328,9.99968,25.999714,8.999901,14.999685,9.99979,15.999824,9.91525,5811.319543,0,4864.423416,0,0.999353,17.808516,24.986525,19.99388,14.99715,13.996598,11.998104,6.998075,16.998555,7.999664,21.99813,7.998816,22.993192,8.999235,18.997796,8.999145,10.999065,3.999788,18.999601,6.999706,9661.690816,0,9615.17277,0,1.99741,16.944461,13.990942,11.973372,21.981168,11.996196,14.995245,0.999704,7.99848,4.99963,19.99958,9.99915,11.99898,12.999727,23.999736,4.999685,12.999857,5.999934,10.999879,7.96892,7151.109585,0,7622.55144,0,7.97928,19.88346,20.957181,20.966001,22.973021,4.995245,6.992902,5.99664,13.998222,10.999065,8.998002,9.99947,16.998929,3.999788,14.99937,11.999748,7.999744,11.997696,14.990295,4.9661,5197.43596,0,5566.52989,0,3.997412,19.8644,20.979609,9.9813,28.971841,10.990936,14.9973,8.998002,15.998816,7.99932,19.99874,9.99926,12.999181,8.999712,15.99848,3.999916,4.99838,3.999788,24.9919,5.98983,9162.068304,0,4562.92749,0,4.996765,16.849295,22.903515,20.950293,19.96238,6.993938,18.993844,10.99802,12.998895,8.999712,13.998964,8.999433,16.999286,12.999454,13.999412,11.999616,17.999802,9.99937,18.999392,3.999916,9244.015337,0,7928.430356,0,3.997412,25.91186,20.979609,16.970896,33.988984,11.993148,12.995736,8.997912,15.997632,18.998594,20.998446,4.999735,16.999099,6.999923,14.999205,5.999808,9.99968,12.91186,8.988345,3.97288
S125,B,9.99894,0,0,0,15666.685335,3.971632,0.999676,10.997096,5.998476,2.999238,6.998817,4.9991,9.99852,5.999748,14.99889,2.999493,10.996282,4.99979,8.999334,2.97966,1.998706,6.999923,6.990935,3.97288,9528.4266,0,6.996598,0,16617.241684,9.9661,9.9963,2.99943,14.99604,3.99928,7.99924,2.999238,11.998476,1.999726,7.999664,4.999525,7.997632,2.999682,6.999258,1.999874,6.999923,0.999958,6.999923,2.999937,18642.880169,0,2.998827,0.989362,21286.101068,3.9661,8.997084,1.999408,10.996282,2.999367,3.999368,4.99926,4.99921,2.999493,9.99852,0.999926,7.99932,1.999894,8.998956,0.999926,4.99979,5.999748,14.990295,1.985816,17872.207528,0,5.996118,0,14884.69932,7.900712,3.99848,3.999072,8.99838,2.999682,9.99789,2.999682,5.99949,5.999556,10.999065,4.999895,8.999622,3.999872,8.999901,6.999923,4.999895,1.999958,6.999923,2.974575,10301.204661,0,5.998056,0,18523.007855,7.914896,9.99461,9.99694,10.99791,4.998785,5.999052,4.998625,3.99966,0.999958,2.999745,11.998224,8.997336,4.999575,10.998724,0.999905,2.999745,2.999841,9.99979,1.999916,18001.423936,0,3.99924,0,20345.61826,5.980398,3.997412,3.991124,8.992296,5.998098,5.998098,1.999408,5.99886,3.999704,13.999706,4.999575,5.99949,2.999937,5.999934,5.999622,7.999912,1.999978,0.999989,2.988345,13131.784045,0,3.99924,0,17191.35876,7.953384,11.975532,9.98381,16.980059,0.999049,9.98986,1.99888,3.999492,5.99949,6.998446,2.999841,4.999685,0.999947,4.99979,3.999916,4.99984,4.99904,3.997412,2.97966,9765.090725,0,0,0,17334.777138,4.9661,9.99029,12.97569,13.986406,2.997528,10.99802,1.999556,7.999408,4.999575,7.999496,4.99963,4.999685,2.999904,6.999335,3.999916,4.99838,1.999894,5.998056,3.99322,14942.326056,0,0.999546,0,16088.583947,9.91135,9.95805,2.992899,10.979309,1.998268,6.997732,1.99964,4.999575,1.999936,6.999482,1.999874,4.99979,4.99979,3.999832,4.99984,4.999945,3.999748,5.999808,1.999958,15527.907747,0,0.999676,0,14856.381698,12.95593,6.993203,5.989728,12.995788,2.998287,5.998032,4.99884,5.999112,6.999482,11.999112,8.999523,7.999576,2.999967,3.999788,2.999904,4.99984,3.97288,1.99741,4.9661
S126,B,3.999576,0,1.999092,0,3.99482,0,2.999028,0,2.999238,0,3.999324,0,1.999704,0,2.999778,0,3.998648,0,1.999852,0,4.996765,0,4.993525,0,1.9959,0,1.999028,0,2.998059,0,3.99852,0,1.999472,0,4.999525,0,0.999873,0,1.999916,0,3.998816,0,3.999576,0,2.999967,0,1.999978,0,1.998058,0,0,0,0.999676,0,0.999676,0,1.999324,0,2.999526,0,0.999842,0,3.999408,0,5.99949,0,1.999768,0,2.999874,0,0.999353,0,2.999028,0,1.998706,0,2.996115,0,0.99962,0,2.99946,0,1.999578,0,2.999745,0,0,0,0,0,1.999978,0,0.999979,0,1.999978,0,2.991927,0,2.999028,0,0.999353,0,4.997305,0,1.99962,0,4.99921,0,2.999745,0,0,0,0.999704,0,4.99942,0,0.999915,0,1.999958,0,0.999968,0,3.99924,0,0.998705,0,1.998706,0,1.998288,0,4.998415,0,3.99924,7.999408,9.99979,0,3.99966,0,4.999945,0,1.999978,0,0.999989,0,5.97669,0,2.99943,0,4.98705,0,1.995922,0,3.995308,6.993343,4.99493,0,1.999746,1.99983,4.99889,0,10.999307,0,6.999706,0,4.99984,0,6.995471,0,3.97966,0,5.996262,0,4.996765,0,5.994174,0,2.997087,0,4.9991,1.999556,11.999112,0,7.999496,0,2.999811,0.999968,5.99943,0,0.999676,0,2.999028,0,5.996118,0,4.99773,0,2.998059,0,2.987415,0,1.996238,0,3.998704,0,0.999915,0,3.999704,0,2.999874,0,3.999832,0,0,0,4.99984,0,2.997087,0,6.997732,0,5.996118,0,4.995145,0,2.999028,0,2.999016,0,0.999852,0,1.999852,0,3.999788,0,1.999894,0,1.999936,0,2.996115,0
S127,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.999769,0,0,0,0,0.999979,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,43.9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,0,0,0,0,0,0,1.99983,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,13.985804,0,0,0,0,0,0,0,0,0,0,0.999808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999778,0,0,0,14.99889,10.999307,0.999968,0,0,14.99514,0,0.999676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
